jrk_template,Phylum,Class,Order,Family,GENUS,COMMENT on genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont
jrk10103,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Stenellopsis,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09677,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Sthughesia,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08415,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Stigmidium,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,partly_aquatic,,,filamentous_mycelium,,,,,,
jrk08416,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Stigmina,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08474,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Stromatoseptoria,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08519,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Sultanimyces,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08584,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zasmidium,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08632,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09069,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Trochophora,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09208,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Uwemyces,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09288,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Wernerella,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09678,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Verrucisporota,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09349,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Virosphaerella,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09430,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Xenomycosphaerella,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09434,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Xenopassalora,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09443,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Xenoramularia,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09445,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Xenosonderhenia,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09446,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Xenosonderhenioides,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk05613,Ascomycota,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09053,Ascomycota,Dothideomycetes,Capnodiales,Neodevriesiaceae,Tripospermum,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk06440,Ascomycota,Dothideomycetes,Capnodiales,Phaeothecaceae,Phaeotheca,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01647,Ascomycota,Dothideomycetes,Capnodiales,Phaeothecoidiellaceae,Chaetothyrina,,epiphyte,litter_saprotroph,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk03103,Ascomycota,Dothideomycetes,Capnodiales,Phaeothecoidiellaceae,Exopassalora,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk03926,Ascomycota,Dothideomycetes,Capnodiales,Phaeothecoidiellaceae,Houjia,,epiphyte,litter_saprotroph,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk06442,Ascomycota,Dothideomycetes,Capnodiales,Phaeothecoidiellaceae,Phaeothecoidiella,,epiphyte,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk07492,Ascomycota,Dothideomycetes,Capnodiales,Phaeothecoidiellaceae,Repetophragma,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk07644,Ascomycota,Dothideomycetes,Capnodiales,Phaeothecoidiellaceae,Rivilata,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08268,Ascomycota,Dothideomycetes,Capnodiales,Phaeothecoidiellaceae,Sporidesmajora,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08917,Ascomycota,Dothideomycetes,Capnodiales,Phaeothecoidiellaceae,Translucidithyrium,,epiphyte,litter_saprotroph,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk06612,Ascomycota,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,,animal_parasite,animal_decomposer,,,,animal_material,,non-aquatic,animal_parasite,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk07409,Ascomycota,Dothideomycetes,Capnodiales,Racodiaceae,Racodium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,none,none,,,trentepohlioid,
jrk00268,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,Amazonotheca,,epiphyte,litter_saprotroph,,foliar_endophyte,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk03861,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,Hexagonella,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk04311,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,Kerniomyces,,epiphyte,litter_saprotroph,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk04530,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,Lecideopsella,,epiphyte,litter_saprotroph,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk05115,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,Metathyriella,,epiphyte,litter_saprotroph,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk05360,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,Mycerema,,epiphyte,litter_saprotroph,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk05444,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,Myriangiella,,epiphyte,litter_saprotroph,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk06783,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,Plochmopeltis,,epiphyte,litter_saprotroph,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk07861,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,Schizothyrium,,epiphyte,plant_pathogen,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09679,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,Zygophiala,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09378,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,Vonarxella,,epiphyte,litter_saprotroph,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00070,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Acidiella,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00072,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Acidomyces,,soil_saprotroph,plant_pathogen,,,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil",,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00093,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Acrodontium,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00469,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Apenidiella,,litter_saprotroph,plant_pathogen,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00563,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Araucasphaeria,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00786,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Aulographina,,plant_pathogen,litter_saprotroph,,foliar_endophyte,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00820,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Austroafricana,,litter_saprotroph,foliar_endophyte,,foliar_endophyte,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00841,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Austrostigmidium,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00945,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Batcheloromyces,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00958,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Baudoinia,,unspecified_saprotroph,rock-inhabiting,,,,soil,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01209,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Bryochiton,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01371,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Camarosporula,,epiphyte,plant_pathogen,,foliar_endophyte,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01421,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Capnobotryella,,litter_saprotroph,rock-inhabiting,,,,"leaf/fruit/seed,soil",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01423,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Capnocheirides,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01487,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Catenulostroma,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk02035,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Constantinomyces,,unspecified_saprotroph,rock-inhabiting,,,,soil,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk02407,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Davisoniella,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk02515,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk02856,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Elasticomyces,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk03074,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Eupenidiella,,animal_parasite,animal_decomposer,,,,animal_material,,non-aquatic,animal_parasite/opportunistic_human_parasite,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk03083,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Euteratosphaeria,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk03228,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Fodinomyces,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk03253,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Friedmanniomyces,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk03881,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Hispidoconidioma,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk03923,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Hortaea,,animal_parasite,plant_pathogen,,,leaf/fruit/seed_pathogen,"leaf/fruit/seed,animal_material",,partly_aquatic,animal_parasite/opportunistic_human_parasite,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk04093,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Hyweljonesia,,animal-associated,animal_decomposer,,,,animal_material,,non-aquatic,animal-associated,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk04125,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Incertomyces,,unspecified_saprotroph,rock-inhabiting,,,,soil,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk04465,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Lapidomyces,,unspecified_saprotroph,rock-inhabiting,,,,soil,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk04612,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Leptomelanconium,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk05088,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Meristemomyces,,litter_saprotroph,rock-inhabiting,,,,"leaf/fruit/seed,soil",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk05140,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Microcyclospora,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk05283,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Monticola,,unspecified_saprotroph,rock-inhabiting,,,,soil,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk05473,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Myrtapenidiella,,litter_saprotroph,plant_pathogen,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk05585,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Neocatenulostroma,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk05683,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Neophaeothecoidea,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk05726,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Neotrimmatostroma,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk05887,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Oleoguttula,,litter_saprotroph,rock-inhabiting,,,,"leaf/fruit/seed,soil",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk06015,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pachysacca,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk06140,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Parapenidiella,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk06181,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Parateratosphaeria,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk06288,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Penidiella,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk06289,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Penidiellomyces,,epiphyte,litter_saprotroph,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk06290,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Penidiellopsis,,animal_parasite,animal_decomposer,,,,animal_material,,non-aquatic,animal_parasite/opportunistic_human_parasite,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk06441,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Phaeothecoidea,,litter_saprotroph,plant_pathogen,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk07220,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudotaeniolina,,litter_saprotroph,rock-inhabiting,,foliar_endophyte,,"leaf/fruit/seed,soil",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk07221,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk07397,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Queenslandipenidiella,,sooty_mold,litter_saprotroph,,,,"leaf/fruit/seed,sugar-rich_substrates",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk07459,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Readeriella,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk07467,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Recurvomyces,,soil_saprotroph,rock-inhabiting,,,,soil,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08064,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Simplicidiella,,animal-associated,animal_decomposer,,,,animal_material,,non-aquatic,arthropod-associated,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08374,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Stenella,,litter_saprotroph,plant_pathogen,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08493,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Suberoteratosphaeria,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08706,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Teratoramularia,,epiphyte,litter_saprotroph,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08709,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Teratosphaeria,,plant_pathogen,litter_saprotroph,,,wood_pathogen,"wood,leaf/fruit/seed",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08710,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Teratosphaericola,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08711,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Teratosphaeriopsis,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09405,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Xanthoriicola,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,none,none,,,,
jrk09414,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Xenoconiothyrium,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09436,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Xenopenidiella,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09437,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Xenophacidiella,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
